,company_id,company_name,posted_date,remoteflex,locations,category,position,level,content_salary,content_year,content_prog_lang,content_line
0,230,Deloitte,2024-03-22,0,"ATLANTA, GA,AUSTIN, TX,BOSTON, MA,CHARLOTTE, NC,CHICAGO, IL,CINCINNATI, OH,CLEVELAND, OH,COLUMBUS, OH,COSTA MESA, CA,DALLAS, TX,DARIEN, CT,DENVER, CO,DETROIT, MI,HOUSTON, TX,INDIANAPOLIS, IN,KANSAS CITY, MO,LOS ANGELES, CA,MCLEAN, VA,MIAMI, FL,MINNEAPOLIS, MN,MORRISTOWN, NJ,NASHVILLE, TN,NEW YORK, NY,PHILADELPHIA, PA,PITTSBURGH, PA,SACRAMENTO, CA,SAN DIEGO, CA,SAN FRANCISCO, CA,SAN JOSE, CA,SEATTLE, WA,TAMPA, FL,TEMPE, AZ",Data and Analytics,"Oracle Analytics & AI, Manager",senior,,6+,,"['and Analytics experts complemented with experience hardened assets and curated data', 'staff. <strong>Qualifications</strong> <strong>Required:</strong> 6+ years experience with relevant technology consulting experience', 'experience with relevant technology consulting experience to include: enterprise-scale technical experience', 'experience to include: enterprise-scale technical experience with cloud and hybrid infrastructures', ""and technology management 6+ year's experience with the following: Oracle Analytics"", 'data integration strategies 5+ years experience leading, managing and delivering Oracle', 'large and small audiences Demonstrated experience with both the sales cycle', 'content for client discussions Demonstrated experience with management and delivery of', 'not limited to skill sets; experience and training; licensure and certifications;', 'through mentorship. From on-the-job learning experiences to formal development programs, our']"
0,12141,Liftoff,2024-02-08,1,FLEXIBLE / REMOTE,Data and Analytics,Machine Learning Engineer - Embeddings Team ,mid,,,,['based on candidate location and experience. The following are our base']
0,12292,Square,2023-03-27,0,"SAN FRANCISCO, CA",Data and Analytics,Global Immigration Specialist,mid,,3-4,,"['committed to an inclusive interview experience, including providing reasonable accommodations to']"
0,12170,Northwell Health,2024-03-20,0,"NEW YORK, NY",Data and Analytics,Registered Nurse (RN) - Cardio Vascular,mid,,(5),,"['service line, years of relevant experience, education, credentials, negotiated contracts, budget']"
0,11802,Apple,2024-04-13,0,"NEW YORK, NY",Data and Analytics,"AIML - Sr Data Scientist, AIML Data",senior,,5,,"['and analysis of the user experience. You will partner with Search', 'data, to deliver amazing search experiences across iPhone, iPad, HomePod, Mac,', '(SQL and/or Spark, etc.) and experience with a scripting language for', '5 years of relevant work experience. Description Research and develop evaluation', 'machine learning algorithms and user experience evaluations. You should be passionate', 'depend on your skills, qualifications, experience, and location. Apple employees also']"
0,12020,Ascend,2023-12-13,0,"NEW YORK, NY",Data and Analytics,Operations Associate - Spanish Speaking,mid,"['$58,500', '-', '$70,000.']",a,,"['these parties, ensuring that their experience of the school is consistently', 'two or more years of experience in an office environment, preferably', 'that accounts for years of experience and levels of attained education.']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Senior SQL/R/SAS Programmer - Epidemiology/ Real-World Evidence,senior,,19,,"['on the project. Candidates with experience working with data from Scandinavian', '3 years of relevant work experience; MSc with at least 5', '5 years of relevant work experience Knowledge, Skills, Abilities Senior level', 'promising candidates without these additional experiences. Demonstrated ability to communicate and', ""Delivers a positive internal/external client experience; listens and understand the client's"", 'Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.']"
0,15000161,CGI,2024-04-12,1,FLEXIBLE / REMOTE,Data and Analytics,Technology / AI Solutions Architect,mid,,,['Java'],"['customer business processes, and end-user experiences. • Hands-on learning and self-development', 'in this role Solution Architecture experience with varying data analytics platforms,', 'platforms, and/or automation technology/tools Agile experience and expertise Strong leadership presence', 'Strong presentation skills MS Visio experience • Experience in Java based', 'and CI/CD automations • Practical experience in Domain driven design and', 'in RDBMS environment • Practical experience in test driven development •', '(GIT, Gradle, NPM) • Extensive experience doing design and code reviews', 'limited to skill set, level, experience, relevant training, and license and', 'it easy to translate military experience and skills! Click <a href=""https://cgi-veterans.jobs/"">here</a>']"
0,659,Meta,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,"Director, Data Science - Monetization Infrastructure",senior,,10+,,"['privacy requirements.The ideal candidate has experience with large-scale systems and data', 'years). 6+ years of work experience managing analytics teams, working collaboratively', '5+ years of people management experience. Demonstrated experience in hiring, retaining', 'of people management experience. Demonstrated experience in hiring, retaining and scaling', 'Intellectual curiosity and drive, decisiveness, experience with ambiguity and complexity. Experience', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,15000231,Capgemini,2024-04-03,0,"NEW YORK, NY",Data and Analytics,MS SQL Developer/Admin,senior,$103330-$128656,8,"['SQL', 'Java']","['store index, partitions etc and experience with handling Billions of data', 'years of MS SQL Developer experience Integrating .Net OR Java based', 'trigger handling 6 years of experience with the technical analysis and', 'concepts including database architecture ETL experience with load to MS SQL', 'and reporting from MS SQL experience is NOT suitable for this', 'location, relevant education, qualifications, certifications, experience, skills, seniority, performance, sales or']"
0,15000073,Bloomberg LP,2024-03-19,0,"NEW YORK, NY",Data and Analytics,Real-time Pricing Analyst - Enterprise Data,senior,,5+,,"['professionals with extensive and varied experiences, including former traders, portfolio managers,', 'management, securities valuations or research experience within cash bond universe in', 'sellside firm or vendor<em></em> Demonstrated experience in technology solutions that support', 'back office as well as experience learning and navigating complex systems,', 'love to see: Client facing experience in a sales, account management', 'note we use years of experience as a guide, but we']"
0,15000383,Thermo Fisher Scientific,2024-04-14,1,FLEXIBLE / REMOTE,Data and Analytics,Senior SQL/R/SAS Programmer - Epidemiology/ Real-World Evidence,senior,,19,,"['on the project. Candidates with experience working with data from Scandinavian', '3 years of relevant work experience; MSc with at least 5', '5 years of relevant work experience Knowledge, Skills, Abilities Senior level', 'promising candidates without these additional experiences. Demonstrated ability to communicate and', ""Delivers a positive internal/external client experience; listens and understand the client's"", 'Thermo Fisher Scientific, where diverse experiences, backgrounds and perspectives are valued.']"
0,15000029,TikTok,2024-04-12,0,"SAN FRANCISCO, CA",Data and Analytics,Quality Solutions Specialist,mid,"['$67555', '-', '$198444']",2,,"['Design/Process Excellence. - 2 years+ experience in solution design or architecture', 'architecture - Strong data analysis experience and ability to garner insights', 'are valued for their skills, experiences, and unique perspectives. Our platform', ""candidate's qualifications, skills, competencies and experience, and location. Base pay is""]"
0,15000318,Cencora,2024-03-15,1,FLEXIBLE / REMOTE,Data and Analytics,Caseworker,mid,,a,,"['program or equivalent combination of experience and education. A minimum of', 'minimum of one (1) year experience in customer service Bilingual (French/']"
0,11878,Oscar Health,2024-03-25,1,"FLEXIBLE / REMOTE,TEMPE, AZ",Data and Analytics,Operations Forecasting Associate,mid,,3+,,"['your relevant skills, education, and experience.</span>']"
0,15000206,Braze,2024-03-26,0,"NEW YORK, NY",Data and Analytics,Legal Operations Specialist,mid,,and,,"['a fair, accessible, and inclusive experience – regardless of age, color,']"
0,11960,Sprinklr,2024-03-29,1,"BERLIN, GERMANY,FLEXIBLE / REMOTE,FRANKFURT, GERMANY,HAMBURG, GERMANY,MUNICH, GERMANY",Data and Analytics,Platform Architect - CCaaS,senior,,8+,,"[""advanced AI, Sprinklr's unified customer experience management (Unified-CXM) platform helps companies"", 'platform helps companies deliver human experiences to every customer, every time,', 'Consulting and Architecture Experience: Preferred experience in technology consulting from Global', 'Network/Infrastructure and SaaS/Cloud enterprise architect experience. Previous roles in Enterprise Architecture', '(Togaf, IT4IT, CCIE, etc.) Architecture experience in telephony, network, database, core', 'Experience 10+ years large program experience leading architecture and design Experience', '(CcaaS), workflow platforms and customer experience management systems including CFM, CRM,']"
0,15000169,ZS,2024-04-07,0,"BOSTON, MA,CHICAGO, IL,NEW YORK, NY,PHILADELPHIA, PA,PRINCETON, NJ,SOUTH SAN FRANCISCO, CA",Data and Analytics,Senior Resource Managment Associate - Staffing,senior,,4-6,,"['elements of our identities, personal experiences and belief systems-the ones that', 'RESOURCES ASSOCIATE/STAFFING</strong> We seek an experienced HR professional to join our', '4-6 years of relevant work experience in a professional services environment', 'services environment with some demonstrated experience in the scope of this']"
0,659,Meta,2024-04-14,0,"NEW YORK, NY",Data and Analytics,Marketing Analyst,senior,,5+,"['SQL', 'Python']","['and non-technical audiences and prior experience in marketing analytics. Marketing Analyst', 'Minimum Qualifications: 5+ years of experience in an analytics role, business', 'equivalent Result-oriented self-starter with ambiguity, experience initiating and driving projects Experience', 'beyond 2D screens toward immersive experiences like augmented and virtual reality']"
0,11772,Memorial Sloan Kettering Cancer Center,2024-02-13,0,"NEW YORK, NY",Data and Analytics,"Postdoctoral Fellow, Computational & Systems Biology – Dey Lab at Memorial Sloan Kettering Cancer Center",mid,,,['Python'],['<em> (</span> depending on postgraduate experience)</span></span></em> </span></span>']
0,901,Capital One,2024-03-30,0,"MCLEAN, VA,NEW YORK, NY",Data and Analytics,"Sr Business Analyst, Travel Growth",senior,"['$114,700', '-', '$130,900']",1,['SQL'],"['and development of new travel experiences, and deliver on new go', ""At least 1 year of experience in analysis Preferred Qualifications: Master's"", 'Statistics, Engineering 1+ years of experience in Statistical model building 1+', 'model building 1+ years of experience in market research 1+ years', 'market research 1+ years of experience in SQL querying 2+ years', 'SQL querying 2+ years of experience in business analysis 1+ years', 'business analysis 1+ years of experience in consulting Capital One will']"
0,11650,Liberty Mutual Insurance,2024-03-30,1,FLEXIBLE / REMOTE,Data and Analytics,Subcontractor Default Insurance Underwriting Officer,senior,,10,,"['number of factors including skills, experience, education, certifications and location. The', 'Qualifications Bachelor`s degree or equivalent experience, MBA preferred; undergraduate degree in', 'or general contractor risk management experience typically expected with in-depth knowledge', 'management of subcontractor exposures. Demonstrates experience in continuous improvement in identifying,']"
0,828,Success Academy Charter Schools,2024-01-26,0,"NEW YORK, NY",Data and Analytics,Scholar Services Associate,mid,,0-3,,"[""candidates have: 0-3 years of experience; Bachelor's degree preferred; An outstanding""]"
0,15000251,GXO,2024-03-27,1,FLEXIBLE / REMOTE,Data and Analytics,"Principal Analyst, Systems - Remote",senior,,every,['SQL'],"['equivalent related work or military experience Expertise and experience in at', 'or military experience Expertise and experience in at least one of', ""design . 5 years of experience supporting WMS It'd be great"", 'energetic, innovative people of all experience levels and talents who make']"
