,JOB_TITLE,EMPLOYER_NAME,WORKSITE_CITY,WORKSITE_POSTAL_CODE,PW_WAGE_LEVEL,YEAR,Cost of Living Plus Rent Index,ADJUSTED_P_WAGE,ENGINEER_TITLE,EMPLOYER_SIZE,SF,LA
999,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1000,DATA ENGINEER III,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,3,2019,100.0,105227.0,1,large,0,0
1001,"PRINCIPAL ASSOCIATE, DATA SCIENTIST","CAPITAL ONE SERVICES, LLC",NEW YORK,10011,2,2019,100.0,87464.0,0,medium,0,0
1002,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
1003,SENIOR DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1004,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1005,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",NEW YORK,10018,2,2019,100.0,87464.0,0,large,0,0
1006,DATA SCIENTIST,AMERICAN EXPRESS COMPANY,NEW YORK,10285,4,2019,100.0,123011.0,0,medium,0,0
1007,"DATA SCIENTIST, ANALYTICS","DOORDASH, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,small,1,0
1008,SENIOR ASSOCIATE - DATA SCIENTIST,NEW YORK LIFE INSURANCE COMPANY,NEW YORK,10010,3,2019,100.0,105227.0,0,small,0,0
1009,"DATA ANALYST, BUSINESS INTELLIGENCE","SOUNDCLOUD, INC",NEW YORK,10003,2,2019,100.0,87464.0,0,large,0,0
1010,"PRINCIPAL ASSOCIATE, DATA SCIENCE","CAPITAL ONE, NATIONAL ASSOCIATION",NEW YORK,10011,2,2019,100.0,87464.0,0,medium,0,0
1011,"SENIOR ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,medium,1,0
1012,DATA SCIENCE MANAGER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1013,SENIOR DATA SCIENTIST,"CRA INTERNATIONAL, INC.",NEW YORK,10018,3,2019,100.0,105227.0,0,large,0,0
1014,DATA SCIENTIST,"TWO SIGMA INVESTMENTS, LP",NEW YORK,10013,4,2019,100.0,123011.0,0,large,0,0
1015,DATA RESEARCH AND ACCELERATION ANALYST,"TWO SIGMA INVESTMENTS, LP",NEW YORK,10013,4,2019,100.0,123011.0,0,large,0,0
1016,LEAD DATA SCIENTIST,"FRACTAL ANALYTICS, INC.",NEW YORK,10007,2,2019,100.0,87464.0,0,medium,0,0
1017,SENIOR DATA ANALYST,"PAYPAL, INC.",SAN FRANCISCO,94107,3,2019,98.6,123534.5,0,large,1,0
1018,"DATA SCIENTIST, MARKETING","ADVERTEX COMMUNICATIONS, INC.",SAN FRANCISCO,94107,2,2019,98.6,101933.1,0,small,1,0
1019,SR. DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,123011.0,0,medium,0,0
1020,DATA SCIENTIST,"UATC, LLC",SAN FRANCISCO,94107,2,2019,98.6,101933.1,0,large,1,0
1021,HEAD OF DATA SCIENCE,"TEESPRING, INC.",SAN FRANCISCO,94108,3,2019,98.6,123534.5,0,large,1,0
1022,DATA SCIENCE MANAGER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1023,SENIOR DATA SCIENTIST,MODA OPERANDI INC.,NEW YORK,10013,2,2019,100.0,87464.0,0,small,0,0
1024,DATA SCIENTIST II,AMAZON ADVERTISING LLC,NEW YORK,10001,2,2019,100.0,87464.0,0,large,0,0
1025,SENIOR DATA ANALYST,"451 RESEARCH, LLC",NEW YORK,10018,1,2019,100.0,69680.0,0,small,0,0
1026,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1027,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1028,SR. DATA ANALYST,MINTED LLC,SAN FRANCISCO,94111,1,2019,98.6,80330.6,0,medium,1,0
1029,QUALITY DATA ANALYST I,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10029,2,2019,100.0,79851.0,0,medium,0,0
1030,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1031,DATA ENGINEER I,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,1,2019,100.0,69680.0,1,large,0,0
1032,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1033,SR. DATA SCIENTIST,"TWITTER, INC.",SAN FRANCISCO,94103,4,2019,98.6,145135.9,0,small,1,0
1034,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,101933.1,0,large,1,0
1035,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1036,SENIOR DATA SCIENTIST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,3,2019,98.6,123534.5,0,small,1,0
1037,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1038,SENIOR PRODUCT DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1039,DATA SCIENTIST II,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,2,2019,100.0,87464.0,0,large,0,0
1040,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,101933.1,0,large,1,0
1041,DATA SCIENTIST (11821.629),"A.T. KEARNEY, INC.",NEW YORK,10036,4,2019,100.0,123011.0,0,large,0,0
1042,SENIOR DATA SCIENCE MANAGER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,99296.1,0,large,1,0
1043,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1044,SR. DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,3,2019,100.0,109824.0,0,medium,0,0
1045,DATA SCIENTIST,"DOCUSIGN, INC.",SAN FRANCISCO,94105,3,2019,98.6,120264.7,0,medium,1,0
1046,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",NEW YORK,10018,2,2019,100.0,89918.0,0,large,0,0
1047,DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,3,2019,100.0,109824.0,0,medium,0,0
1048,STAFF DATA SCIENTIST,"METROMILE, INC.",SAN FRANCISCO,94107,4,2019,98.6,141212.0,0,large,1,0
1049,DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,3,2019,100.0,109824.0,0,medium,0,0
1050,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,2,2019,98.6,99296.1,0,large,1,0
1051,SENIOR DATA SCIENTIST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,4,2019,98.6,141212.0,0,medium,1,0
1052,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1053,SR. DATA ANALYST,MINTED LLC,SAN FRANCISCO,94111,2,2019,98.6,99296.1,0,medium,1,0
1054,SR. DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,129709.0,0,medium,0,0
1055,DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,129709.0,0,medium,0,0
1056,SENIOR DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1057,APPLIED DATA SCIENTIST,YELP INC.,SAN FRANCISCO,94105,4,2019,98.6,141212.0,0,medium,1,0
1058,APPLIED DATA SCIENTIST,YELP INC.,SAN FRANCISCO,94105,4,2019,98.6,141212.0,0,medium,1,0
1059,SENIOR DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1060,LEAD DATA SCIENTIST,"THE NIELSEN COMPANY (US), LLC",SAN FRANCISCO,94111,2,2019,98.6,99296.1,0,medium,1,0
1061,SENIOR DATA ANALYST,DEEP LABS INC.,NEW YORK,10001,2,2019,100.0,89918.0,0,small,0,0
1062,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1063,DATA SCIENTIST II,"AMAZON.COM SERVICES, INC.",NEW YORK,10001,2,2019,100.0,89918.0,0,large,0,0
1064,"DIRECTOR, DATA SCIENCE",LEVI STRAUSS & CO.,SAN FRANCISCO,94111,4,2019,98.6,141212.0,0,small,1,0
1065,"PRINCIPAL ASSOCIATE, DATA SCIENCE","CAPITAL ONE SERVICES, LLC",NEW YORK,10011,2,2019,100.0,89918.0,0,medium,0,0
1066,DATA SCIENTIST II,"AMAZON WEB SERVICES, INC.",NEW YORK,10019,2,2019,100.0,89918.0,0,large,0,0
1067,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,3,2019,98.6,120264.7,0,large,1,0
1068,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94105,3,2019,98.6,120264.7,0,large,1,0
1069,DATA ANALYST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1070,DATA ENGINEER,ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,NEW YORK,10017,3,2019,100.0,91083.0,1,medium,0,0
1071,SR. DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,129709.0,0,medium,0,0
1072,VP OF DATA ANALYTICS,WHISPS ACQUISITION CORP,NEW YORK,10038,2,2019,100.0,89918.0,0,small,0,0
1073,DATA SCIENTIST,"ASANA, INC.",SAN FRANCISCO,94103,1,2019,98.6,78347.9,0,small,1,0
1074,APPLIED DATA SCIENTIST,YELP INC.,SAN FRANCISCO,94105,4,2019,98.6,141212.0,0,medium,1,0
1075,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1076,DATA SCIENTIST,"STITCH FIX, INC.",SAN FRANCISCO,94104,4,2019,98.6,141212.0,0,medium,1,0
1077,SENIOR DATA ANALYST,"CREDIT SESAME, INC.",SAN FRANCISCO,94104,2,2019,98.6,99296.1,0,medium,1,0
1078,"SENIOR FELLOW, DATA SCIENCE","MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,10007,2,2019,100.0,89918.0,0,large,0,0
1079,DATA SCIENTIST,"FACEBOOK, INC.",NEW YORK,10003,3,2019,100.0,109824.0,0,medium,0,0
1080,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1081,SENIOR DATA SCIENTIST,CONTEXTLOGIC INC.,SAN FRANCISCO,94104,4,2019,98.6,141212.0,0,medium,1,0
1082,"DATA ENGINEER, MUSIC DATA EXPERIENCE","AMAZON.COM SERVICES, INC.",SAN FRANCISCO,94105,4,2019,98.6,141212.0,1,large,1,0
1083,"VP, DATA SCIENCE","MACY'S CORPORATE SERVICES, INC.",NEW YORK,10120,3,2019,100.0,109824.0,0,medium,0,0
1084,DATA ANALYST,"ZZZ'S, INC.",SAN FRANCISCO,94129,1,2019,98.6,78347.9,0,small,1,0
1085,DATA SCIENTIST,"UATC, LLC",SAN FRANCISCO,94107,2,2019,98.6,99296.1,0,large,1,0
1086,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,large,1,0
1087,"SENIOR LEAD, DATA & ANALYTICS",WE WORK MANAGEMENT LLC,NEW YORK,10019,2,2019,100.0,89918.0,0,medium,0,0
1088,SENIOR DATA SCIENTIST,"CREDIT KARMA, INC.",SAN FRANCISCO,94102,4,2019,98.6,141212.0,0,medium,1,0
1089,DATA SCIENTIST II,POSTMATES INC.,SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,small,1,0
1090,SR. DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2019,100.0,129709.0,0,medium,0,0
1091,"SENIOR ASSOCIATE, DATA SCIENCE","CAPITAL ONE, NATIONAL ASSOCIATION",NEW YORK,10011,2,2019,100.0,89918.0,0,medium,0,0
1092,DATA SCIENTIST I,"AMAZON WEB SERVICES, INC.",NEW YORK,10019,1,2019,100.0,70034.0,0,large,0,0
1093,DATA SCIENTIST,"DOORDASH, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,small,1,0
1094,DATA SCIENTIST I,"TWITTER, INC.",SAN FRANCISCO,94103,2,2019,98.6,99296.1,0,small,1,0
1095,"SENIOR DATA MODELER, LENDING",LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,4,2019,98.6,141212.0,0,small,1,0
1096,MACHINE LEARNING DATA SCIENTIST,"ACTIVISION BLIZZARD MEDIA, LLC",SAN FRANCISCO,94105,3,2019,98.6,120264.7,0,small,1,0
1097,DATA SCIENTIST II,AMAZON ADVERTISING LLC,NEW YORK,10001,2,2019,100.0,89918.0,0,large,0,0
1098,SENIOR DATA SCIENTIST,"SUPERSET PARTNERS, INC.",NEW YORK,10028,4,2019,100.0,129709.0,0,small,0,0
1099,SPECIALIST - DATA SCIENCE,"MCKINSEY & COMPANY, INC. UNITED STATES",SAN FRANCISCO,94104,2,2019,98.6,99296.1,0,large,1,0
1100,DATA SCIENTIST II,"AMAZON.COM SERVICES, INC.",SAN FRANCISCO,94111,2,2019,98.6,99296.1,0,large,1,0
1101,DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,3,2019,100.0,109824.0,0,medium,0,0
1102,LEAD DATA SCIENTIST,LENDINGCLUB CORPORATION,SAN FRANCISCO,94105,4,2019,98.6,141212.0,0,small,1,0
1103,BIOMEDICAL DATA ANALYST,PAGER INC.,NEW YORK,10012,2,2019,100.0,88400.0,0,large,0,0
1104,BIOMEDICAL ENGINEERING DATA SCIENTIST,"KOMODO HEALTH, INC.",NEW YORK,10010,3,2019,100.0,109242.0,1,medium,0,0
1105,DATA ENGINEERING ASSOCIATE,CITADEL AMERICAS LLC,NEW YORK,10022,4,2019,100.0,125445.0,1,small,0,0
1106,DATA SCIENCE ENGINEER,GM CRUISE LLC,SAN FRANCISCO,94103,2,2019,98.6,101194.7,1,small,1,0
1107,SENIOR DATA SCIENTIST,"MONGODB, INC.",NEW YORK,10019,4,2019,100.0,123635.0,0,large,0,0
1108,"SR. ANALYST, DIGITAL DATA SYSTEMS ARCHITECT DECISION SCIENCE","UNIVERSAL MCCANN WORLDWIDE, INC.",NEW YORK,10005,1,2019,100.0,58718.0,0,large,0,0
1109,"DATA SCIENTIST, PRODUCT OPERATIONS ADVANCED ANALYTICS","THE GAP, INC.",SAN FRANCISCO,94105,4,2019,98.6,135199.8,0,small,1,0
1110,UTILITY DATA ANALYST,"BRIGHT POWER, INC.",NEW YORK,10005,1,2019,100.0,58677.0,0,medium,0,0
1111,DATA SCIENCE ENGINEER,PAYABILITY LLC,NEW YORK,10012,1,2019,100.0,58677.0,1,medium,0,0
1112,BIOINFORMATICS DATA ANALYST,"MENUSIFU, INC.",NEW YORK,10016,1,2019,100.0,68328.0,0,medium,0,0
1113,SENIOR CLINICAL DATA MANAGER,"JUUL LABS, INC.",SAN FRANCISCO,94103,4,2019,98.6,112838.7,0,medium,1,0
1114,DATA RESEARCH ASSOCIATE,MOUNT SINAI HOSPITAL,NEW YORK,10029,2,2019,100.0,50731.0,0,large,0,0
1115,DATA SCIENCE RESEARCH SPECIALIST,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,91458,1,2019,98.6,46747.5,0,large,1,0
1116,BIOINFORMATICS DATA SCIENTIST,"ANCESTRY.COM OPERATIONS, INC.",SAN FRANCISCO,94107,2,2019,98.6,79381.3,0,large,1,0
1117,RESEARCH DATA ANALYST,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,94143,1,2019,98.6,45882.4,0,large,1,0
1118,"MEDICAL DIRECTOR, ACADEMIC PROJECTS, DATA COORDINATING CENTE",CARDIOVASCULAR RESEARCH FOUNDATION,NEW YORK,10019,3,2019,100.0,80330.0,0,medium,0,0
1119,DATA SCIENTIST,YOUVISIT LLC,NEW YORK,10001,4,2019,100.0,90022.0,0,medium,0,0
1120,DATA SCIENTIST 1,"STUBHUB, INC.",SAN FRANCISCO,94105,3,2019,98.6,123576.1,0,medium,1,0
1121,SENIOR DATA SCIENTIST,LINKEDIN CORPORATION,NEW YORK,10118,4,2019,100.0,169915.0,0,large,0,0
1122,DATA SCIENTIST,"DROPBOX, INC.",SAN FRANCISCO,94107,4,2019,98.6,145937.1,0,medium,1,0
1123,DATA SCIENTIST,HAPPY ALGORITHM INC.,SAN FRANCISCO,94111,3,2019,98.6,123576.1,0,medium,1,0
1124,DATA SCIENTIST,HAPPY ALGORITHM INC.,SAN FRANCISCO,94111,3,2019,98.6,123576.1,0,medium,1,0
1125,"MANAGER, DATA ANALYTICS AND STRATEGY","AMERICAN EXPRESS TRAVEL RELATED SERVICES COMPANY, INC.",NEW YORK,10285,2,2019,100.0,104146.0,0,large,0,0
1126,ASSISTANT RESEARCH SCIENTIST - DATA MANAGER,"TEACHERS COLLEGE, COLUMBIA UNIVERSITY",NEW YORK,10027,2,2019,100.0,42536.0,0,medium,0,0
1127,RESEARCH DATA ANALYST,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",SAN FRANCISCO,94143,4,2019,98.6,51746.5,0,large,1,0
1128,LEGAL DATA ANALYST,WOOD LLP,SAN FRANCISCO,94111,2,2019,98.6,67653.1,0,large,1,0
1129,DATA ANALYST,ZHANG MEDICAL P.C.,NEW YORK,10019,2,2019,100.0,49754.0,0,large,0,0
1130,"FELLOW, DATA SCIENCE","MCKINSEY & COMPANY, INC. UNITED STATES",NEW YORK,10022,4,2019,100.0,60840.0,0,large,0,0
1131,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2020,100.0,89918.0,1,small,0,0
1132,DATABASE ANALYST,"VENSOFT SOLUTIONS, INC",SAN FRANCISCO,94104,2,2020,103.0,83927.2,0,large,1,0
1133,PRINCIPAL ENGINEER-DATA ENGINEERING,"JAND,INC.",NEW YORK,10013,3,2020,100.0,123032.0,1,large,0,0
1134,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2020,103.0,95054.4,0,large,1,0
1135,DATA ENGINEER,"NerdWallet, Inc.",SAN FRANCISCO,94103,3,2020,103.0,141015.5,1,small,1,0
1136,DATA ENGINEER,"SCRYER, INC",NEW YORK,10017,4,2020,100.0,143936.0,1,medium,0,0
1137,PRINCIPAL DATA SCIENTIST,AFFINITY SOLUTIONS,NEW YORK,10001,4,2020,100.0,124405.0,0,small,0,0
1138,"ASSOCIATE, DATA PRODUCT OWNER",JPMORGAN CHASE & CO.,NEW YORK,10179,3,2020,100.0,91374.0,0,medium,0,0
1139,DATA ENGINEER,"JAND,INC.",NEW YORK,10013,3,2020,100.0,91374.0,1,large,0,0
1140,BIG DATA DEVELOPER,KELLTON TECH INC,NEW YORK,10010,2,2020,100.0,100526.0,0,large,0,0
1141,SENIOR DATA ENGINEER,"LIVEPERSON, INC.",NEW YORK,10018,4,2020,100.0,114962.0,1,large,0,0
1142,DATA SCIENTIST II,AMAZON.COM SERVICES LLC,SAN FRANCISCO,94105,2,2020,103.0,92771.8,0,small,1,0
1143,DATA ANALYST - MARKETING,"CLOUDFLARE, INC.",SAN FRANCISCO,94107,3,2020,103.0,122296.1,0,medium,1,0
1144,"ASSOCIATE DIRECTOR, DATA SCIENCE","FCB WORLDWIDE, INC.",NEW YORK,10001,3,2020,100.0,107141.0,0,large,0,0
1145,SENIOR DATA ENGINEER,HOME BOX OFFICE INC.,NEW YORK,10001,4,2020,100.0,137426.0,1,small,0,0
1146,BIG DATA SYSTEMS ENGINEER ,XANDR INC,NEW YORK,10010,4,2020,100.0,143936.0,1,medium,0,0
1147,DATA ARCHITECT,TRIFECTA MULTIMEDIA LLC,LOS ANGELES,90017,3,2020,74.8,114955.9,0,small,0,1
1148,DATABASE DEVELOPER,SPRUCE TECHNOLOGY INC.,SAN FRANCISCO,94105,4,2020,103.0,126335.0,0,small,1,0
1149,DATA SCIENTIST II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2020,100.0,67766.0,0,small,0,0
1150,"DATA ANALYST, MI DATA - ANALYTICS","POINT72, L.P.",NEW YORK,10001,3,2020,100.0,107141.0,0,large,0,0
1151,DATA ENGINEERING SENIOR ANALYST,ACCENTURE LLP,NEW YORK,10017,2,2020,100.0,100526.0,1,large,0,0
1152,"ANALYST, DATA ENGINEER","JEFFERIES INVESTMENT ADVISERS, LLC",NEW YORK,10022,2,2020,100.0,96595.0,1,small,0,0
1153,DATA ENGINEER,"RANG TECHNOLOGIES, INC.",LOS ANGELES,90067,2,2020,74.8,90207.2,1,large,0,1
1154,DATA ANALYST,SYSSOL INC,SAN FRANCISCO,94105,2,2020,103.0,92771.8,0,large,1,0
1155,DATA SCIENCE ENGINEER,"OpenTable, Inc.",SAN FRANCISCO,94104,1,2020,103.0,93801.9,1,medium,1,0
1156,SENIOR DATA SCIENTST,"OpenTable, Inc.",SAN FRANCISCO,94104,3,2020,103.0,122296.1,0,medium,1,0
1157,SENIOR DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2020,103.0,100001.9,0,large,1,0
1158,DATABASE DEVELOPER,"CLOUDRAY, INC.",NEW YORK,10022,2,2020,100.0,100526.0,0,small,0,0
1159,DATA SCIENTIST II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2020,100.0,89898.0,0,small,0,0
1160,BIG DATA DEVELOPER,KELLTON TECH INC,NEW YORK,10010,2,2020,100.0,100526.0,0,large,0,0
1161,COMPUTATIONAL & DATA SCIENCE RESEARCH SPECIALIST,"University of California, San Francisco",SAN FRANCISCO,94158,1,2020,103.0,56846.6,0,medium,1,0
1162,DATA SCIENTIST,SHOPIFY (USA) INC.,NEW YORK,10013,2,2020,100.0,89898.0,0,large,0,0
1163,QUANTITATIVE DATA STRATEGIST,"SOROS FUND MANAGEMENT, LLC",NEW YORK,10019,4,2020,100.0,124405.0,0,large,0,0
1164,DATA ENGINEER,FACEBOOK INC.,NEW YORK,10003,3,2020,100.0,91374.0,1,medium,0,0
1165,DATA SCIENTIST ,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2020,103.0,100001.9,0,large,1,0
1166,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,NEW YORK,10038,2,2020,100.0,67766.0,0,medium,0,0
1167,SENIOR DATA SCIENTIST,AETNA RESOURCES LLC,NEW YORK,10013,4,2020,100.0,124405.0,0,medium,0,0
1168,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2020,103.0,100001.9,0,large,1,0
1169,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2020,100.0,67766.0,1,small,0,0
1170,DATA SCIENTIST I,"AMAZON DEVELOPMENT CENTER U.S., INC. ",NEW YORK,10001,1,2020,100.0,44179.0,0,large,0,0
1171,DATABASE ADMINISTRATOR,"COMPUNNEL SOFTWARE GROUP, INC",NEW YORK,10020,3,2020,100.0,113048.0,0,medium,0,0
1172,DATA ENGINEER,MAGTECH CONSULTING AND SOLUTIONS DEVELOPMENT CORPORATION,SAN FRANCISCO,94107,2,2020,103.0,92771.8,1,large,1,0
1173,"SR. SOFTWARE ENGINEER, DATA SYSTEMS","AMOBEE, INC.",LOS ANGELES,90045,3,2020,74.8,161978.6,1,small,0,1
1174,DATA ARCHITECT,"DASCASE TECHNOLOGIES, INC.",SAN FRANCISCO,94134,2,2020,103.0,92771.8,0,large,1,0
1175,DATA SCIENTIST,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,3,2020,103.0,122296.1,0,large,1,0
1176,DATA SCIENTIST,SPARKBEYOND INC,NEW YORK,10016,2,2020,100.0,89918.0,0,small,0,0
1177,DATA VISUALIZATION ENGINEER,APTIVA CORP.,SAN FRANCISCO,94107,2,2020,103.0,117408.7,1,large,1,0
1178,TECH DATA MANAGEMENT ASSOCIATE MANAGER,ACCENTURE LLP,NEW YORK,10105,3,2020,100.0,91374.0,0,large,0,0
1179,DATA ENGINEER III,"AMAZON WEB SERVICES, INC.",NEW YORK,10001,3,2020,100.0,107141.0,1,large,0,0
1180,SENIOR DATA ANALYST,Icahn School of Medicine at Mount Sinai,NEW YORK,10029,2,2020,100.0,81390.0,0,large,0,0
1181,DATABASE ADMINISTRATOR/ARCHITECT,3i INFOTECH INC.,NEW YORK,10041,2,2020,100.0,90584.0,0,medium,0,0
1182,TECH DATA MANAGEMENT ASSOCIATE MANAGER,ACCENTURE LLP,NEW YORK,10017,3,2020,100.0,122221.0,0,large,0,0
1183,DATA SCIENTIST MANAGER,"UBER TECHNOLOGIES, INC.",SAN FRANCISCO,94103,2,2020,103.0,100001.9,0,large,1,0
1184,DATA SCIENTIST II,AMAZON ADVERTISING LLC,NEW YORK,10001,2,2020,100.0,67766.0,0,large,0,0
1185,DATA WAREHOUSE SPECIALIST,TATA CONSULTANCY SERVICES LIMITED,LOS ANGELES,90038,2,2020,74.8,89846.3,0,medium,0,1
1186,DATABASE ADMINISTRATOR,"COMPUNNEL SOFTWARE GROUP, INC",NEW YORK,10281,2,2020,100.0,90584.0,0,medium,0,0
1187,DATA SCIENTIST,SHOPIFY (USA) INC.,NEW YORK,10012,2,2020,100.0,89898.0,0,large,0,0
1188,DATA ANALYST,XANDR INC,SAN FRANCISCO,10001,2,2021,101.0,94608.9,0,medium,1,0
1189,DATA ENGINEER II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2021,100.0,69826.0,1,small,0,0
1190,DATA ENGINEER,"FACEBOOK, INC.",NEW YORK,10003,3,2021,100.0,94349.0,1,medium,0,0
1191,DATA SCIENTIST II,AMAZON.COM SERVICES LLC,NEW YORK,10001,2,2021,100.0,69826.0,0,small,0,0
1192,DATA SCIENTIST ,FACEBOOK INC.,NEW YORK,10003,3,2021,100.0,94349.0,0,medium,0,0
1193,DATA SCIENCE DIRECTOR,APPLIED DATA FINANCE LLC,NEW YORK,10017,3,2021,100.0,130021.0,0,small,0,0
1194,LEAD ENGINEER QUALITY ASSURANCE (DATA),SIRIUS XM RADIO INC.,NEW YORK,10001,2,2021,100.0,101754.0,1,medium,0,0
1195,DATA ANALYST,XANDR INC,SAN FRANCISCO,94108,2,2021,101.0,92797.0,0,medium,1,0
1196,DATA ENGINEER III,AMAZON.COM SERVICES LLC,NEW YORK,10001,3,2021,100.0,94349.0,1,small,0,0
1197,SR. DIGITAL DATA ANALYST,"Discovery Communications, LLC",NEW YORK,10003,3,2021,100.0,123614.0,0,large,0,0
